Email,Full name,Age,Gender,Low-So,Medical Condition,How often do you consume outside food?,Do you monitor salt intake?,Have you used any smart spoon?,Are you willing to try one?,Would you recommend it?,How important is taste in your meals?,What feature would you prefer?,Do you use any suggestions for reducing salt?,Any suggestions/comments?,Salt1,Salt2,Salt3,Salt4,Salt5,Salt6,Salt7,Salt8,Salt9,Salt10
melissavega@hotmail.com,Michael Mitchell,38,Other,Yes,Yes,Daily,Always,Maybe,No,Maybe,Neutral,Adjustable,No,Partner relate six place.,N/A,More than 1 tsp,1/4 tsp,Perfect,More than 1 tsp,Too Salty,More than 1 tsp,Perfect,More than 1 tsp,More than 1 tsp
donnabrooks@hotmail.com,Ryan Smith,31,Female,No,No,Monthly,Never,Maybe,Yes,Yes,Very Important,Mobile App,No,It nearly peace same type.,1/2 tsp,Too Salty,Perfect,Too Salty,1/2 tsp,1/4 tsp,1/2 tsp,1/2 tsp,Perfect,More than 1 tsp
pali@hotmail.com,Stanley Buchanan,65,Other,Yes,Yes,Daily,Never,No,No,No,Neutral,Voice Control,No,Fall parent deal than identify.,1/4 tsp,Perfect,Too Bland,Too Salty,N/A,1/2 tsp,1/2 tsp,Perfect,Too Bland,1/4 tsp
ccowan@gmail.com,Kim Bradford,36,Male,No,No,Rarely,Always,Yes,Maybe,No,Not Important,Simple UI,No,Eat else word account argue night partner.,Too Salty,Too Salty,Too Salty,N/A,More than 1 tsp,Too Bland,1/4 tsp,1/2 tsp,1/4 tsp,N/A
jonathan19@yahoo.com,Teresa Nguyen,33,Male,Yes,No,Daily,Sometimes,No,Yes,Yes,Neutral,Mobile App,Yes,Dark thought reveal reduce piece arrive challenge generation dream.,Too Salty,1/2 tsp,1/4 tsp,Too Salty,Perfect,Too Salty,Too Salty,More than 1 tsp,Too Salty,Perfect
nicolemurphy@lawson.com,Patrick Kerr,57,Female,No,Yes,Daily,Never,Yes,Maybe,No,Important,Automated,Yes,Own when score provide six quality stay vote instead.,Perfect,Too Salty,1/4 tsp,Too Salty,Too Bland,More than 1 tsp,N/A,Too Bland,More than 1 tsp,Too Salty
ushort@hotmail.com,Jessica Knox,33,Male,Yes,Yes,Daily,Always,No,Maybe,Yes,Very Important,Voice Control,Yes,Strategy left wrong glass half live continue rich.,Perfect,1/2 tsp,N/A,1/4 tsp,N/A,1/4 tsp,1/4 tsp,1/2 tsp,Perfect,More than 1 tsp
jacquelineperry@woodward.info,Ryan Ramos,54,Female,Yes,No,Daily,Always,No,Yes,Maybe,Neutral,Mobile App,Yes,Big protect into throw phone.,1/2 tsp,N/A,1/4 tsp,Too Salty,1/2 tsp,Too Salty,Perfect,Too Salty,Too Bland,Perfect
thomas93@moran-graham.com,Michael Norman,22,Other,Yes,No,Not applicable,Never,No,No,Yes,Very Important,Simple UI,Yes,May court everything anyone community.,Too Salty,More than 1 tsp,1/4 tsp,Too Bland,1/2 tsp,Perfect,N/A,Too Salty,Perfect,1/2 tsp
benjaminwade@rogers.com,Jonathan Drake,18,Other,Yes,Yes,Weekly,Never,Maybe,No,No,Very Important,Automated,Yes,Force bill entire field.,1/2 tsp,N/A,Too Bland,Too Bland,1/4 tsp,N/A,1/4 tsp,Too Salty,N/A,Too Salty
justinolson@moreno.com,Stephanie Smith,31,Female,No,Yes,Not applicable,Sometimes,Maybe,Yes,No,Very Important,Simple UI,Yes,Try woman avoid simple though nature turn shake method president.,More than 1 tsp,1/2 tsp,1/2 tsp,Perfect,Too Salty,1/4 tsp,Too Bland,Perfect,Perfect,Perfect
ricardo76@cline.info,Kim Clements,48,Other,No,Yes,Monthly,Sometimes,No,Maybe,Yes,Very Important,Adjustable,No,Property employee often agree news eat television us.,N/A,Perfect,1/4 tsp,N/A,1/2 tsp,Too Bland,1/4 tsp,Too Salty,Too Salty,More than 1 tsp
egreen@farrell.com,Jason Jackson,56,Other,Yes,No,Rarely,Never,Yes,Yes,Yes,Important,Mobile App,Yes,Each rich edge a tax this sister term truth investment likely.,Too Bland,Too Salty,Too Bland,Too Bland,N/A,Too Bland,Too Bland,Too Salty,N/A,N/A
arnoldmalik@hotmail.com,Katie Gilbert,18,Other,Yes,No,Not applicable,Always,No,Yes,Maybe,Very Important,Automated,Yes,One build war career smile charge pretty laugh.,1/4 tsp,N/A,N/A,Too Salty,Perfect,More than 1 tsp,N/A,N/A,Too Salty,1/4 tsp
ryanlopez@middleton-faulkner.com,George Suarez,46,Other,No,Yes,Daily,Never,Maybe,No,No,Important,Mobile App,Yes,Number whatever develop high nor central answer first arm.,1/4 tsp,Perfect,Perfect,Perfect,N/A,More than 1 tsp,Too Bland,Too Bland,1/2 tsp,Too Salty
elizabethhatfield@gmail.com,Brittney Smith,19,Female,No,No,Monthly,Sometimes,Maybe,No,Maybe,Not Important,Automated,Yes,Right bar instead born third nothing drop same small start our.,1/4 tsp,1/4 tsp,Too Salty,Too Salty,More than 1 tsp,Too Salty,N/A,1/4 tsp,1/4 tsp,Perfect
marycook@lee.biz,Martin Barajas,56,Female,No,Yes,Rarely,Always,Yes,Maybe,Maybe,Not Important,Simple UI,No,Who official Mrs water capital owner place along us.,Too Bland,1/2 tsp,1/4 tsp,1/4 tsp,Too Bland,Too Bland,Too Bland,N/A,1/2 tsp,More than 1 tsp
qhoover@klein.com,Craig Wilkinson,60,Other,No,No,Not applicable,Sometimes,Yes,Yes,No,Very Important,Voice Control,Yes,Election site daughter our very charge garden crime draw he.,N/A,N/A,N/A,Too Bland,1/2 tsp,1/2 tsp,Too Salty,N/A,More than 1 tsp,More than 1 tsp
arivera@wade.com,Katelyn Thomas,37,Male,Yes,No,Daily,Sometimes,Maybe,No,Maybe,Neutral,Adjustable,Yes,Short whole social stuff plant field number.,1/4 tsp,1/4 tsp,Too Bland,1/2 tsp,1/2 tsp,More than 1 tsp,Too Salty,1/2 tsp,More than 1 tsp,Too Bland
bjones@hotmail.com,Shannon Carroll,21,Female,No,Yes,Weekly,Sometimes,Yes,No,No,Neutral,Adjustable,No,Way drive air writer kind just statement.,Too Salty,Perfect,Too Bland,Too Salty,Perfect,Too Bland,N/A,Too Bland,Perfect,1/2 tsp
woodsandra@hotmail.com,Katherine Thompson,53,Other,No,No,Rarely,Never,Yes,Yes,Yes,Not Important,Simple UI,No,Life voice clear phone whatever each nearly mission seek.,N/A,Too Bland,N/A,Too Bland,Perfect,Too Salty,Too Salty,1/4 tsp,Too Bland,Perfect
gomezralph@gmail.com,Alfred Hurley,57,Female,Yes,No,Daily,Sometimes,Maybe,Maybe,Maybe,Not Important,Simple UI,Yes,Truth end industry imagine food bit member full.,N/A,Perfect,Too Salty,Too Salty,Too Salty,More than 1 tsp,Too Bland,Too Salty,1/4 tsp,1/4 tsp
wilsonraymond@hotmail.com,Keith Saunders,42,Male,No,Yes,Rarely,Never,No,Yes,Maybe,Very Important,Voice Control,Yes,Newspaper myself case bit page officer sing would.,1/4 tsp,Too Bland,Perfect,Too Salty,Perfect,N/A,1/2 tsp,Perfect,More than 1 tsp,N/A
jenniferhoward@cox.info,Rebecca Peterson,20,Other,No,Yes,Weekly,Sometimes,Maybe,Maybe,Yes,Important,Automated,No,Present her bed beyond poor cover single same indeed almost quickly.,Too Salty,N/A,N/A,Perfect,Too Salty,1/4 tsp,1/2 tsp,Too Bland,1/2 tsp,N/A
patelsteven@yahoo.com,Jessica Liu,28,Other,No,No,Weekly,Sometimes,Yes,Maybe,Yes,Not Important,Simple UI,Yes,Party really important purpose suddenly.,N/A,Perfect,More than 1 tsp,N/A,1/2 tsp,Too Bland,1/4 tsp,Too Bland,Too Salty,1/4 tsp
stephen68@gmail.com,Brian Peterson,56,Male,Yes,Yes,Weekly,Always,Maybe,Maybe,Maybe,Important,Adjustable,Yes,High talk who per husband foot base their.,1/4 tsp,Too Bland,N/A,N/A,N/A,Perfect,N/A,1/2 tsp,More than 1 tsp,Perfect
connor85@hotmail.com,Angel Schroeder,45,Female,No,Yes,Weekly,Sometimes,Maybe,Maybe,Yes,Important,Automated,Yes,Attorney population likely easy expect money organization degree.,1/4 tsp,Too Bland,1/4 tsp,1/2 tsp,N/A,1/2 tsp,1/2 tsp,Too Salty,1/4 tsp,1/4 tsp
fwallace@gmail.com,Kyle Crane,19,Female,Yes,Yes,Rarely,Always,No,Maybe,Maybe,Important,Simple UI,No,Fear across age wish hour black.,More than 1 tsp,N/A,Too Salty,N/A,Perfect,Too Bland,1/2 tsp,More than 1 tsp,Too Bland,1/4 tsp
lance62@yahoo.com,Shannon Burnett,30,Female,No,No,Monthly,Sometimes,No,Maybe,Yes,Not Important,Voice Control,Yes,How physical father idea enter itself ask little have garden.,1/4 tsp,Too Salty,More than 1 tsp,1/2 tsp,N/A,1/4 tsp,N/A,1/4 tsp,More than 1 tsp,More than 1 tsp
sheilahernandez@hotmail.com,Marcia Rodgers,28,Male,No,Yes,Monthly,Sometimes,No,No,Yes,Very Important,Mobile App,Yes,Positive bank world morning stock recognize really training notice authority.,Too Salty,More than 1 tsp,1/2 tsp,Too Bland,Perfect,1/4 tsp,1/2 tsp,1/2 tsp,More than 1 tsp,More than 1 tsp
morameredith@chavez.com,Michael Brown,28,Female,Yes,Yes,Weekly,Sometimes,Yes,No,Yes,Very Important,Voice Control,No,The think force character so keep evening could protect ahead.,N/A,Too Salty,Perfect,1/4 tsp,Perfect,1/2 tsp,Too Bland,1/2 tsp,1/4 tsp,Perfect
simpsonjohn@little.com,Ana Mitchell,44,Other,No,No,Not applicable,Sometimes,Yes,Yes,Yes,Important,Mobile App,No,Course baby believe defense show research put.,More than 1 tsp,More than 1 tsp,1/2 tsp,Too Salty,1/4 tsp,N/A,1/2 tsp,Perfect,1/4 tsp,1/4 tsp
shelia75@blankenship-norton.net,Joshua Hicks,31,Male,Yes,No,Rarely,Always,Maybe,Maybe,Maybe,Neutral,Adjustable,No,Measure rest man must why relationship baby performance office.,1/2 tsp,Perfect,N/A,N/A,1/4 tsp,N/A,More than 1 tsp,1/2 tsp,Perfect,More than 1 tsp
morsepeter@harrington.info,Haley Johnson,58,Other,Yes,Yes,Rarely,Sometimes,Maybe,No,Yes,Not Important,Simple UI,No,Candidate majority hair language employee phone us continue policy meeting.,More than 1 tsp,More than 1 tsp,1/2 tsp,1/2 tsp,1/4 tsp,Too Bland,Too Salty,More than 1 tsp,More than 1 tsp,1/2 tsp
emilymyers@smith-berry.com,Emily Walter,33,Male,Yes,No,Weekly,Always,Yes,Maybe,Maybe,Not Important,Mobile App,No,Local hand list mind least white bill.,1/2 tsp,N/A,N/A,Too Bland,1/4 tsp,N/A,1/4 tsp,Perfect,1/4 tsp,More than 1 tsp
gonzalezmario@jones.biz,Sara Gonzalez,61,Female,No,Yes,Monthly,Sometimes,Maybe,No,Maybe,Not Important,Adjustable,Yes,International remember pull environmental card.,Perfect,Too Bland,1/2 tsp,Too Bland,Perfect,More than 1 tsp,More than 1 tsp,Too Salty,Perfect,1/4 tsp
herringjeremiah@hill.com,Ashley Allen,59,Male,Yes,No,Daily,Always,Yes,No,Yes,Important,Mobile App,Yes,Order action card certainly.,1/4 tsp,1/2 tsp,Too Salty,Too Bland,More than 1 tsp,Perfect,1/4 tsp,1/2 tsp,Too Bland,N/A
mitchellcorey@gmail.com,Jordan Gilbert,60,Other,Yes,No,Weekly,Always,Yes,No,Maybe,Very Important,Automated,No,Finally station road collection bag they.,Too Salty,Too Salty,1/2 tsp,Too Bland,More than 1 tsp,N/A,More than 1 tsp,Too Bland,Too Bland,1/2 tsp
langkeith@bass-hickman.info,Bryan Chavez,30,Other,No,No,Not applicable,Sometimes,Maybe,Maybe,Yes,Important,Voice Control,No,Remember daughter enough finish board machine couple campaign.,1/4 tsp,N/A,N/A,Perfect,Too Bland,1/2 tsp,N/A,Too Bland,More than 1 tsp,N/A
harriselizabeth@jefferson-reyes.com,Edward King,31,Male,No,No,Monthly,Always,No,Maybe,Yes,Important,Simple UI,No,Stuff as security chair whole course.,Too Salty,N/A,More than 1 tsp,Perfect,Perfect,1/4 tsp,More than 1 tsp,1/4 tsp,Perfect,1/2 tsp
wreyes@yahoo.com,Susan Anderson,54,Male,Yes,Yes,Monthly,Always,No,Maybe,No,Important,Mobile App,No,Than window carry attorney main market compare determine action high.,1/4 tsp,N/A,1/4 tsp,More than 1 tsp,1/2 tsp,N/A,Too Salty,1/2 tsp,Too Bland,N/A
hutchinsonandrea@shelton-arias.com,Andrew Norris,54,Male,No,No,Rarely,Sometimes,No,Maybe,No,Neutral,Voice Control,Yes,Guy nice else need radio college because want.,1/2 tsp,Too Bland,Too Salty,1/4 tsp,More than 1 tsp,1/2 tsp,N/A,N/A,Too Salty,N/A
dweaver@edwards-lopez.org,Erin Brown,54,Female,Yes,Yes,Daily,Always,Yes,Yes,No,Not Important,Voice Control,Yes,Window anyone popular short lose say who ground drug.,Perfect,Perfect,Too Salty,Too Salty,Too Bland,1/2 tsp,More than 1 tsp,Perfect,Perfect,N/A
igarcia@guzman.biz,Christopher Medina,34,Male,Yes,Yes,Rarely,Never,Yes,Yes,Maybe,Very Important,Automated,No,Day wide late growth exist.,Too Salty,1/2 tsp,Too Salty,Too Bland,N/A,More than 1 tsp,1/2 tsp,Too Salty,1/2 tsp,N/A
ctaylor@yahoo.com,Sabrina Martinez,41,Male,Yes,No,Rarely,Always,Maybe,Maybe,Yes,Not Important,Simple UI,Yes,Speech product year build quite operation stock.,Perfect,N/A,Perfect,1/4 tsp,1/2 tsp,N/A,Too Bland,Too Bland,N/A,Perfect
rebeccapoole@lewis.com,Jason Johnson,29,Female,Yes,Yes,Rarely,Never,Maybe,No,Yes,Not Important,Automated,No,Reason set everything us than general.,Too Salty,N/A,Too Salty,Too Salty,Too Bland,Perfect,1/4 tsp,1/4 tsp,Too Bland,Too Salty
ccase@yahoo.com,Joel Frazier,20,Female,No,No,Weekly,Sometimes,Yes,Maybe,Yes,Neutral,Voice Control,No,Either wrong development future ahead production environment maybe raise determine.,1/4 tsp,1/4 tsp,1/2 tsp,1/4 tsp,N/A,1/4 tsp,1/4 tsp,Too Salty,More than 1 tsp,Too Salty
hopkinslauren@gmail.com,Amy Haynes,39,Male,Yes,Yes,Rarely,Sometimes,Yes,No,No,Not Important,Simple UI,No,Account become subject language actually society decade pattern.,Perfect,Too Bland,Too Salty,1/4 tsp,Too Bland,1/4 tsp,Too Bland,Too Salty,More than 1 tsp,More than 1 tsp
owilliams@le.com,Susan Marquez,38,Female,Yes,Yes,Weekly,Always,Yes,Maybe,No,Very Important,Automated,Yes,Him medical court test reach admit.,1/2 tsp,More than 1 tsp,1/2 tsp,Too Bland,Too Bland,Perfect,1/2 tsp,More than 1 tsp,Too Bland,1/4 tsp
frankelliott@hotmail.com,Anthony Harvey,32,Female,No,Yes,Monthly,Always,Maybe,Yes,Maybe,Neutral,Simple UI,No,Improve notice you fire.,1/2 tsp,N/A,More than 1 tsp,N/A,Too Salty,1/4 tsp,Too Bland,1/4 tsp,Too Bland,Too Salty
zcruz@hotmail.com,Anita Dalton,19,Male,No,Yes,Rarely,Always,Yes,Maybe,Yes,Important,Voice Control,Yes,Deal picture building thought allow president us hot.,Too Salty,More than 1 tsp,Too Bland,Too Salty,N/A,Perfect,Too Bland,1/4 tsp,Perfect,1/2 tsp
matthewdavid@yahoo.com,Michele Swanson,26,Female,No,Yes,Rarely,Always,Yes,Yes,Yes,Important,Adjustable,Yes,Important avoid season part not understand before century church information.,More than 1 tsp,1/4 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,1/2 tsp,Perfect,Too Bland,N/A,N/A
kristin23@hotmail.com,Jesus Johnson,63,Male,Yes,No,Monthly,Never,Maybe,Maybe,No,Not Important,Adjustable,No,Former star anyone court structure town step be check.,Too Bland,1/4 tsp,Perfect,More than 1 tsp,Too Bland,1/2 tsp,1/2 tsp,More than 1 tsp,More than 1 tsp,More than 1 tsp
kimcampbell@reed-harding.com,Colleen Acosta,33,Female,Yes,Yes,Monthly,Never,Yes,Maybe,No,Not Important,Automated,No,Both many animal rate most themselves down.,Too Salty,1/4 tsp,N/A,Too Salty,Too Bland,Too Bland,Too Bland,More than 1 tsp,More than 1 tsp,N/A
williamsmichael@curtis-griffin.com,Karen Sanchez,50,Other,No,Yes,Weekly,Sometimes,Yes,Maybe,Yes,Neutral,Adjustable,Yes,Simple others yet through why instead increase term in take.,1/4 tsp,More than 1 tsp,Too Bland,More than 1 tsp,Perfect,Too Salty,More than 1 tsp,1/4 tsp,N/A,Too Salty
stacy37@brown.com,Brooke Rodriguez,41,Other,No,No,Daily,Sometimes,No,Maybe,Maybe,Not Important,Adjustable,Yes,Test wonder last maintain rise middle money.,1/2 tsp,1/4 tsp,More than 1 tsp,Perfect,Too Bland,Perfect,1/4 tsp,N/A,N/A,N/A
fhayes@wong.com,Robin Stewart,56,Male,No,No,Rarely,Never,Maybe,Maybe,No,Very Important,Simple UI,Yes,Effort poor indicate surface leg police per tax bit.,N/A,Perfect,Too Bland,Perfect,Too Bland,Too Bland,Too Salty,Too Salty,Too Salty,Too Salty
garnerbrian@yahoo.com,Crystal Nelson,32,Female,Yes,Yes,Not applicable,Always,No,Maybe,Maybe,Not Important,Automated,Yes,World party cause safe management save should edge.,Perfect,More than 1 tsp,Too Salty,Too Salty,Too Salty,N/A,N/A,1/4 tsp,Too Bland,1/2 tsp
ebyrd@brown-gilbert.org,Jeffery Saunders,59,Female,No,No,Rarely,Always,Maybe,Maybe,Maybe,Very Important,Automated,Yes,Citizen room evidence area change ability hotel TV argue instead.,1/2 tsp,1/4 tsp,1/4 tsp,Too Salty,More than 1 tsp,1/4 tsp,Too Bland,Too Salty,Too Bland,N/A
wagnerdan@yahoo.com,Benjamin Ramirez,25,Other,Yes,No,Weekly,Sometimes,Yes,No,Yes,Not Important,Voice Control,No,Wall improve significant time you.,1/2 tsp,Too Bland,Too Salty,Perfect,1/2 tsp,N/A,Perfect,Too Salty,1/4 tsp,N/A
christopher55@gmail.com,Dustin Griffin,29,Female,No,Yes,Weekly,Sometimes,Maybe,Yes,Yes,Not Important,Simple UI,No,Notice all physical might politics if close north according.,Too Bland,Too Bland,Too Bland,Too Salty,N/A,N/A,Too Salty,Too Salty,Too Salty,1/2 tsp
jenniferreeves@yahoo.com,Theresa Murphy,31,Male,No,No,Not applicable,Never,Yes,Yes,Maybe,Important,Mobile App,No,Rather evidence without field grow since ready.,Perfect,Too Salty,1/4 tsp,Too Salty,Too Bland,1/4 tsp,More than 1 tsp,1/2 tsp,Perfect,Too Bland
jennifer88@fry.net,James Martin,27,Female,No,Yes,Not applicable,Always,Yes,No,No,Very Important,Voice Control,No,Let without such once alone you.,Too Bland,1/2 tsp,1/4 tsp,More than 1 tsp,Too Bland,N/A,More than 1 tsp,1/4 tsp,Too Salty,1/4 tsp
tamaraespinoza@hotmail.com,Christine Thompson,47,Male,No,Yes,Rarely,Never,No,Yes,Maybe,Important,Automated,No,Nor what organization word majority.,Too Salty,Perfect,1/4 tsp,Too Salty,1/2 tsp,N/A,Too Bland,Too Bland,1/4 tsp,Perfect
jessica61@hotmail.com,Linda Parker,31,Male,Yes,No,Monthly,Never,No,No,Maybe,Important,Voice Control,Yes,Future particular new treat only through.,1/2 tsp,More than 1 tsp,1/2 tsp,Too Salty,N/A,1/4 tsp,N/A,Too Salty,N/A,1/4 tsp
hollandlawrence@keller.info,Brandon King,65,Other,No,Yes,Weekly,Sometimes,No,No,Yes,Not Important,Adjustable,Yes,Pm open beyond study detail laugh production agree.,Too Salty,1/2 tsp,Too Bland,Too Bland,Too Bland,Too Salty,1/4 tsp,1/4 tsp,Too Salty,Too Salty
stephen18@peterson.com,Stephanie Taylor,32,Other,Yes,Yes,Rarely,Sometimes,No,No,Maybe,Very Important,Mobile App,No,Wear success time election she sit everything husband other image.,Too Salty,1/2 tsp,1/2 tsp,Too Bland,1/4 tsp,Too Bland,Too Bland,N/A,More than 1 tsp,1/2 tsp
tracywatts@fields-miranda.org,Amy Murphy,37,Female,Yes,Yes,Rarely,Never,No,Yes,No,Neutral,Mobile App,Yes,Hear table recently have receive play run beat employee.,Too Bland,Too Salty,1/4 tsp,Perfect,Too Bland,N/A,N/A,1/4 tsp,1/2 tsp,Perfect
qjones@gmail.com,Justin Cox,43,Female,Yes,Yes,Rarely,Sometimes,Maybe,Yes,Maybe,Very Important,Adjustable,Yes,Line send process woman know purpose build yet include.,1/2 tsp,Perfect,Too Bland,More than 1 tsp,Perfect,1/2 tsp,N/A,1/4 tsp,Perfect,Too Salty
jason59@rios-ingram.info,Roger Lowe,43,Other,No,No,Rarely,Never,No,Maybe,Yes,Very Important,Automated,Yes,Agreement trip control edge school relationship computer writer save.,1/4 tsp,1/4 tsp,Too Salty,Perfect,More than 1 tsp,N/A,1/2 tsp,Too Bland,Too Bland,Perfect
ricky37@torres.com,Beth Gutierrez,28,Male,Yes,Yes,Not applicable,Always,Maybe,No,Maybe,Important,Mobile App,Yes,Mouth three page pull impact follow single until side.,1/2 tsp,1/4 tsp,Too Bland,More than 1 tsp,Perfect,N/A,1/2 tsp,Too Bland,Perfect,Too Bland
john78@yahoo.com,Lauren Richardson,37,Other,Yes,No,Rarely,Always,Yes,No,Maybe,Not Important,Adjustable,Yes,Board feeling wrong something develop leave character listen catch.,Too Salty,More than 1 tsp,1/4 tsp,N/A,1/4 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,Too Bland,Too Bland
howardashley@hotmail.com,Mr. Harold Edwards,24,Other,No,No,Daily,Never,No,Maybe,Maybe,Not Important,Mobile App,No,Attorney pull nothing fast action recognize natural.,1/4 tsp,Too Salty,1/2 tsp,Too Salty,More than 1 tsp,Too Bland,1/4 tsp,More than 1 tsp,N/A,More than 1 tsp
ychristian@brown.com,Annette Thomas,48,Other,No,No,Not applicable,Never,No,Maybe,Yes,Important,Automated,Yes,Back economic drive point wish.,1/2 tsp,1/2 tsp,1/4 tsp,Perfect,Too Salty,Too Bland,1/4 tsp,1/2 tsp,Too Salty,More than 1 tsp
tspencer@vega.com,Lisa Lewis MD,46,Male,No,No,Not applicable,Sometimes,No,Maybe,Maybe,Important,Voice Control,Yes,Once blue tough security item about us operation forget give.,Too Bland,1/2 tsp,Perfect,1/2 tsp,1/4 tsp,1/4 tsp,More than 1 tsp,1/2 tsp,Too Salty,1/2 tsp
glenn88@gmail.com,Erin Snyder,44,Other,No,No,Not applicable,Never,Maybe,Yes,Yes,Neutral,Voice Control,No,Senior wife family condition yeah operation spring get vote.,More than 1 tsp,N/A,N/A,Too Salty,More than 1 tsp,N/A,1/2 tsp,More than 1 tsp,Too Bland,1/4 tsp
gomezdaniel@velasquez.com,Michael Chen,51,Male,Yes,No,Daily,Always,No,Maybe,Maybe,Not Important,Adjustable,Yes,Really culture case common possible garden likely challenge age.,Too Salty,Too Bland,1/2 tsp,1/2 tsp,Too Salty,1/2 tsp,Too Salty,Too Salty,Too Salty,Perfect
mbyrd@scott.info,Kenneth Hill,55,Male,Yes,No,Rarely,Sometimes,No,Yes,No,Important,Automated,No,Might nothing green even once truth ability.,Too Salty,Perfect,More than 1 tsp,Too Bland,1/4 tsp,1/4 tsp,More than 1 tsp,Too Salty,N/A,Perfect
edward96@henderson.com,Brandon Reynolds,32,Male,Yes,No,Daily,Sometimes,No,Maybe,Maybe,Neutral,Adjustable,Yes,Year phone Congress amount seat scientist within action.,1/2 tsp,More than 1 tsp,N/A,Too Salty,More than 1 tsp,Too Bland,1/4 tsp,Too Bland,1/4 tsp,Perfect
douglas29@kennedy.org,Whitney Alexander,32,Male,Yes,No,Daily,Sometimes,No,No,Maybe,Important,Simple UI,Yes,Foreign structure she reason station near political stuff.,More than 1 tsp,1/2 tsp,Too Salty,Too Bland,N/A,Too Salty,1/4 tsp,Too Salty,Perfect,More than 1 tsp
nicolemurphy@gmail.com,Mark Lindsey,48,Other,No,Yes,Monthly,Sometimes,No,No,Maybe,Important,Voice Control,Yes,Congress least might pay window to political.,1/2 tsp,1/4 tsp,Perfect,More than 1 tsp,N/A,Too Bland,Too Salty,1/4 tsp,1/2 tsp,N/A
deborah67@phillips.net,Stephanie Simon,21,Male,Yes,No,Daily,Always,Maybe,No,Maybe,Not Important,Voice Control,Yes,Attack environmental lawyer but.,Too Bland,N/A,Too Salty,Too Salty,1/4 tsp,Perfect,1/2 tsp,Perfect,1/2 tsp,Too Bland
omargallegos@yahoo.com,Connie Hensley,60,Female,Yes,Yes,Weekly,Always,Maybe,Maybe,No,Not Important,Automated,Yes,Worry radio likely interview.,Too Bland,N/A,Too Salty,Too Bland,N/A,1/4 tsp,N/A,Perfect,N/A,More than 1 tsp
jessica25@gmail.com,Jessica Monroe,37,Other,No,Yes,Daily,Never,Maybe,Maybe,Yes,Important,Simple UI,Yes,Avoid none task blood drug weight.,Perfect,More than 1 tsp,N/A,1/4 tsp,More than 1 tsp,Too Bland,N/A,More than 1 tsp,1/2 tsp,More than 1 tsp
holly37@yahoo.com,Albert Potter,55,Female,No,No,Not applicable,Always,Yes,Yes,Yes,Neutral,Adjustable,No,Strategy reflect analysis course since those bag sport up.,Too Bland,Too Bland,Too Salty,1/4 tsp,Perfect,1/2 tsp,More than 1 tsp,1/2 tsp,Too Salty,1/4 tsp
sheila60@bell.com,Melissa Martin,41,Female,Yes,No,Monthly,Never,No,No,Maybe,Very Important,Adjustable,No,Service trial sure assume.,1/4 tsp,1/2 tsp,More than 1 tsp,1/4 tsp,More than 1 tsp,1/2 tsp,1/4 tsp,N/A,Perfect,1/4 tsp
danielhowe@yahoo.com,Taylor Castillo,55,Female,Yes,Yes,Daily,Always,Maybe,Yes,Maybe,Not Important,Voice Control,No,Alone pattern month sort economic scene fall.,1/2 tsp,N/A,1/4 tsp,More than 1 tsp,1/4 tsp,Perfect,Perfect,Too Bland,1/4 tsp,Perfect
